egapaes	ἠγάπαες	ἀγαπάω	to show affection for the dead	0
egapaon	ἠγάπαον	ἀγαπάω	to show affection for the dead	0
egapas	ἠγάπας	ἀγαπάω	to show affection for the dead	0
egapeka	ἠγάπηκα	ἀγαπάω	to show affection for the dead	0
egapekas	ἠγάπηκας	ἀγαπάω	to show affection for the dead	0
egapeke	ἠγάπηκε	ἀγαπάω	to show affection for the dead	0
egapesa	ἠγάπησα	ἀγαπάω	to show affection for the dead	0
egapesan	ἠγάπησαν	ἀγαπάω	to show affection for the dead	0
egapesas	ἠγάπησας	ἀγαπάω	to show affection for the dead	0
egapese	ἠγάπησε	ἀγαπάω	to show affection for the dead	0
egapon	ἠγάπων	ἀγαπάω	to show affection for the dead	0
egeronto	ἠγέροντο	ἀγείρω	to collect, gather	0
egerou	ἠγέρου	ἀγείρω	to collect, gather	0
egallia	ἠγαλλία	ἀγαλλιάω	to be overjoyed, to rejoice	0
egalliae	ἠγαλλίαε	ἀγαλλιάω	to be overjoyed, to rejoice	0
egallias	ἠγαλλίας	ἀγαλλιάω	to be overjoyed, to rejoice	0
egallion	ἠγαλλίων	ἀγαλλιάω	to be overjoyed, to rejoice	0
egallio	ἠγαλλιῶ	ἀγαλλιάω	to be overjoyed, to rejoice	0
egapaete	ἠγαπάετε	ἀγαπάω	to show affection for the dead	0
egapaeto	ἠγαπάετο	ἀγαπάω	to show affection for the dead	0
egapaou	ἠγαπάου	ἀγαπάω	to show affection for the dead	0
egapaten	ἠγαπάτην	ἀγαπάω	to show affection for the dead	0
egapethe	ἠγαπήθη	ἀγαπάω	to show affection for the dead	0
egapekei	ἠγαπήκει	ἀγαπάω	to show affection for the dead	0
egapekes	ἠγαπήκης	ἀγαπάω	to show affection for the dead	0
egapekoi	ἠγαπήκοι	ἀγαπάω	to show affection for the dead	0
egapeko	ἠγαπήκω	ἀγαπάω	to show affection for the dead	0
egapeso	ἠγαπήσω	ἀγαπάω	to show affection for the dead	0
egapekos	ἠγαπηκώς	ἀγαπάω	to show affection for the dead	0
egapomen	ἠγαπώμην	ἀγαπάω	to show affection for the dead	0
egapate	ἠγαπᾶτε	ἀγαπάω	to show affection for the dead	0
egapato	ἠγαπᾶτο	ἀγαπάω	to show affection for the dead	0
egapaton	ἠγαπᾶτον	ἀγαπάω	to show affection for the dead	0
egapo	ἠγαπῶ	ἀγαπάω	to show affection for the dead	0
egaponto	ἠγαπῶντο	ἀγαπάω	to show affection for the dead	0
eggelete	ἠγγέλετε	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggeleto	ἠγγέλετο	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggele	ἠγγέλη	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggelen	ἠγγέλην	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggeles	ἠγγέλης	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggelthe	ἠγγέλθη	ἠγγέλθη	/(Attic) third-person singular aorist passive indicative of	0
eggeltho	ἠγγέλθω	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggelkoi	ἠγγέλκοι	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggelko	ἠγγέλκω	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggelke	ἠγγέλκῃ	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggelkes	ἠγγέλκῃς	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggellou	ἠγγέλλου	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggelou	ἠγγέλου	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggereue	ἠγγέρευε	ἀγγαρεύω	to dispatch as a courier	0
eggeilo	ἠγγείλω	ἠγγείλω	/(Attic) second-person singular aorist middle indicative of	0
eggelkos	ἠγγελκώς	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
egeromen	ἠγερόμην	ἀγείρω	to collect, gather	0
egmene	ἠγμένη	ἄγω	to lead, fetch, bring along (a living creature), take with	0
egmenon	ἠγμένον	ἄγω	to lead, fetch, bring along (a living creature), take with	0
egmenos	ἠγμένος	ἄγω	to lead, fetch, bring along (a living creature), take with	0
egorazou	ἠγοράζου	ἀγοράζω	to be in the market, to frequent it	0
egomen	ἠγόμην	ἄγω	to lead, fetch, bring along (a living creature), take with	0
egoraze	ἠγόραζε	ἀγοράζω	to be in the market, to frequent it	0
egorazen	ἠγόραζεν	ἀγοράζω	to be in the market, to frequent it	0
egorazes	ἠγόραζες	ἀγοράζω	to be in the market, to frequent it	0
egorazon	ἠγόραζον	ἀγοράζω	to be in the market, to frequent it	0
ede	ἠδέ	ἠδέ	ἠμέν (ēmén)	0
edikoun	ἠδίκουν	ἀδικέω	to be in the wrong, to have sinned, to have broken the law	0
eeroeis	ἠερόεις	ἠερόεις	cloudy, gloomy	0
eeroenta	ἠερόεντα	ἠερόεις	cloudy, gloomy	0
etheleka	ἠθέληκα	ἐθέλω	usually weaker than βούλομαι (boúlomai), of consent rather t	0
etheleke	ἠθέληκε	ἐθέλω	usually weaker than βούλομαι (boúlomai), of consent rather t	0
etheo	ἠθέω	ἠθέω	to sift, strain	0
ethei	ἠθεῖ	ἠθέω	to sift, strain	0
ethein	ἠθεῖν	ἠθέω	to sift, strain	0
etheis	ἠθεῖς	ἠθέω	to sift, strain	0
etheite	ἠθεῖτε	ἠθέω	to sift, strain	0
ethike	ἠθική	ἠθικός	relating to character or disposition	0
ethikos	ἠθικός	ἠθικός	relating to character or disposition	0
ethmos	ἡθμός	ἡθμός	strainer, colander, especially wine strainer	0
ethoin	ἠθοῖν	ἦθος	the usual or customary place (of something)	1
ethoumen	ἠθοῦμεν	ἠθέω	to sift, strain	0
etho	ἠθῶ	ἠθέω	to sift, strain	0
ethon	ἠθῶν	ἦθος	the usual or customary place (of something)	1
elakata	ἠλάκατα	ἠλάκατα	the wool on the distaff	0
elektor	ἠλέκτωρ	ἠλέκτωρ	Sun	0
elakate	ἠλακάτη	ἠλακάτη	distaff, spindle	0
elakaten	ἠλακάτην	ἠλακάτη	distaff, spindle	0
elakaten	ἠλακατήν	ἠλακατήν	a large sea-fish, probably a kind of tunny	0
eltheten	ἠλθέτην	ἔρχομαι	to go	0
elugaios	ἠλυγαῖος	ἠλυγαῖος	shadowy, dark	0
eluge	ἠλύγη	ἠλύγη	shadow, darkness, gloom	0
emen	ἠμέν	ἠμέν	ἠμέν (ēmén)	0
emi	ἠμί	ἠμί	to say	0
emeibeto	ἠμείβετο	ἀμείβω	to exchange	0
enekhthe	ἠνέχθη	φέρω	to bring, bear, carry	0
enipape	ἠνίπαπε	ἐνίπτω	to chide, rebuke, upbraid	0
enemoeis	ἠνεμόεις	ἠνεμόεις	windy	0
enoree	ἠνορέη	ἠνορέη	manhood, manliness	0
enogei	ἠνώγει	ἄνωγα	to order, command, bid	0
eoi	ἠοῖ	ἠώς	The morning red, daybreak, dawn	0
eoun	ἠοῦν	ἠώς	The morning red, daybreak, dawn	0
eous	ἠοῦς	ἠώς	The morning red, daybreak, dawn	0
epialos	ἠπίαλος	ἠπίαλος	ague, fever	0
epiolos	ἠπίολος	ἠπίολος	moth	0
epeiroio	ἠπείροιο	ἤπειρος	mainland	1
epeirois	ἠπείροις	ἤπειρος	mainland	1
epeirou	ἠπείρου	ἤπειρος	mainland	1
epeiro	ἠπείρῳ	ἤπειρος	mainland	1
eporese	ἠπόρησε	ἀπορέω	to be at a loss	0
eporoun	ἠπόρουν	ἀπορέω	to be at a loss	0
erema	ἠρέμα	ἠρέμα	softly, calmly, gently	0
eresanto	ἠρήσαντο	ἀράομαι	to pray	0
eresato	ἠρήσατο	ἀράομαι	to pray	0
erion	ἠρίον	ἠρίον	tomb, barrow, burial mound	0
eremeo	ἠρεμέω	ἠρεμέω	to keep quiet, be at rest	0
eremia	ἠρεμία	ἠρεμία	rest, quietude	0
erigeron	ἠριγέρων	ἠριγέρων	groundsel (Senecio vulgaris)	0
eromen	ἠρόμην	ἔρομαι	to ask	0
erato	ἠρᾶτο	ἐράω	to love (with sexual passion), to be in love with	0
etimasen	ἠτίμασεν	ἀτιμάζω	to dishonour, hold in dishonour	0
ekheo	ἠχέω	ἠχέω	to sound, ring, peal	0
ekhe	ἠχή	ἠχή	sound	0
ekhoi	ἠχοί	ἠχώ	echo	1
ekhous	ἠχούς	ἠχώ	echo	1
ekhoin	ἠχοῖν	ἠχώ	echo	1
ekhois	ἠχοῖς	ἠχώ	echo	1
ekhoisi	ἠχοῖσι	ἠχώ	echo	1
ekhoisin	ἠχοῖσιν	ἠχώ	echo	1
ekhoa	ἠχόα	ἠχώ	echo	1
ekhoos	ἠχόος	ἠχώ	echo	1
ekho	ἠχώ	ἠχώ	echo	1
ekhon	ἠχῶν	ἠχώ	echo	1
eion	ἠϊών	ἠϊών	shore	0
eukomoio	ἠϋκόμοιο	ἠΰκομος	Epic and Lyric form of εὔκομος (eúkomos, “lovely-haired”)	0
eoa	ἠόα	ἠώς	The morning red, daybreak, dawn	0
eoos	ἠόος	ἠώς	The morning red, daybreak, dawn	0
eos	ἠώς	ἠώς	The morning red, daybreak, dawn	0
ebao	ἡβάω	ἡβάω	to be in the prime of youth, adolescence	0
ebooimi	ἡβώοιμι	ἡβάω	to be in the prime of youth, adolescence	0
ebon	ἡβῶν	ἥβη	youth	0
egeetai	ἡγέεται	ἡγέεται	uncontracted third-person singular present mediopassive indi	0
egeeto	ἡγέετο	ἡγέετο	uncontracted third-person singular imperfect mediopassive in	0
egeetai	ἡγέηται	ἡγέηται	uncontracted third-person singular present mediopassive subj	0
egeomai	ἡγέομαι	ἡγέομαι	to go before, precede	0
egeonto	ἡγέοντο	ἡγέοντο	uncontracted third-person plural imperfect mediopassive indi	0
egetes	ἡγέτης	ἡγέτης	leader	0
egesanto	ἡγήσαντο	ἡγέομαι	to go before, precede	0
egesato	ἡγήσατο	ἡγέομαι	to go before, precede	0
egesei	ἡγήσει	ἡγέομαι	to go before, precede	0
egesetai	ἡγήσεται	ἡγέομαι	to go before, precede	0
egesoito	ἡγήσοιτο	ἡγέομαι	to go before, precede	0
egesomai	ἡγήσομαι	ἡγέομαι	to go before, precede	0
egese	ἡγήσῃ	ἡγέομαι	to go before, precede	0
egeistho	ἡγείσθω	ἡγέομαι	to go before, precede	0
egemonia	ἡγεμονία	ἡγεμονία	the act of leading	1
egemona	ἡγεμόνα	ἡγεμών	one who goes first	1
egemonas	ἡγεμόνας	ἡγεμών	one who goes first	1
egemone	ἡγεμόνε	ἡγεμών	one who goes first	1
egemones	ἡγεμόνες	ἡγεμών	one who goes first	1
egemoni	ἡγεμόνι	ἡγεμών	one who goes first	1
egemonos	ἡγεμόνος	ἡγεμών	one who goes first	1
egemonon	ἡγεμόνων	ἡγεμών	one who goes first	1
egemosi	ἡγεμόσι	ἡγεμών	one who goes first	1
egemosin	ἡγεμόσιν	ἡγεμών	one who goes first	1
egemon	ἡγεμών	ἡγεμών	one who goes first	1
egeomen	ἡγεόμην	ἡγεόμην	uncontracted first-person singular imperfect mediopassive in	0
egei	ἡγεῖ	ἡγέομαι	to go before, precede	0
egeisthe	ἡγεῖσθε	ἡγέομαι	to go before, precede	0
egeitai	ἡγεῖται	ἡγέομαι	to go before, precede	0
egeito	ἡγεῖτο	ἡγέομαι	to go before, precede	0
egoimen	ἡγοίμην	ἡγέομαι	to go before, precede	0
egoumene	ἡγουμένη	ἡγούμενος	abbot, principal	0
egoumeno	ἡγουμένω	ἡγούμενος	abbot, principal	0
egoumena	ἡγούμενα	ἡγούμενος	abbot, principal	0
egoumen	ἡγούμην	ἡγέομαι	to go before, precede	0
egointo	ἡγοῖντο	ἡγέομαι	to go before, precede	0
egoio	ἡγοῖο	ἡγέομαι	to go before, precede	0
egoisthe	ἡγοῖσθε	ἡγέομαι	to go before, precede	0
egoito	ἡγοῖτο	ἡγέομαι	to go before, precede	0
egou	ἡγοῦ	ἡγέομαι	to go before, precede	0
egoumai	ἡγοῦμαι	ἡγέομαι	to go before, precede	0
egountai	ἡγοῦνται	ἡγέομαι	to go before, precede	0
egounto	ἡγοῦντο	ἡγέομαι	to go before, precede	0
egometha	ἡγώμεθα	ἡγέομαι	to go before, precede	0
egesthe	ἡγῆσθε	ἡγέομαι	to go before, precede	0
egetai	ἡγῆται	ἡγέομαι	to go before, precede	0
ege	ἡγῇ	ἡγέομαι	to go before, precede	0
egomai	ἡγῶμαι	ἡγέομαι	to go before, precede	0
egontai	ἡγῶνται	ἡγέομαι	to go before, precede	0
edone	ἡδονή	ἡδονή	delight, pleasure, enjoyment	1
edomenos	ἡδόμενος	ἥδομαι	to be pleased, enjoy oneself	0
edomen	ἡδόμην	ἥδομαι	to be pleased, enjoy oneself	0
eduno	ἡδύνω	ἡδύνω	to season a dish	0
eduosmon	ἡδύοσμον	ἡδύοσμον	spearmint (Mentha spicata)	0
edupnoos	ἡδύπνοος	ἡδύπνοος	breathing sweetness, sweet-breathing	0
edus	ἡδύς	ἡδύς	sweet (pleasant to the taste or smell)	0
edusaron	ἡδύσαρον	ἡδύσαρον	axeweed (Securigera securidaca)	0
eketo	ἡκέτω	ἥκω	to have come, to be present	0
elikos	ἡλίκος	ἡλίκος	as big or great as, as old as	0
eliaia	ἡλιαία	ἡλιαία	public place or hall (in which the chief law-court was held)	0
eliakos	ἡλιακός	ἡλιακός	of the sun, solar	0
elikia	ἡλικία	ἡλικία	time of life, age	0
eloo	ἡλόω	ἡλόω	to sharpen	0
emeas	ἡμέας	ἡμεῖς	we, us, our	0
emera	ἡμέρα	ἡμέρα	day	0
emeran	ἡμέραν	ἡμέραν	for a day or days	0
emeras	ἡμέρας	ἡμέρας	within a certain number of days	0
emera	ἡμέρᾳ	ἡμέρᾳ	on a particular day	0
emetera	ἡμέτερα	ἡμέτερος	our, of ours	0
emeterai	ἡμέτεραι	ἡμέτερος	our, of ours	0
emetere	ἡμέτερε	ἡμέτερος	our, of ours	0
emeteroi	ἡμέτεροι	ἡμέτερος	our, of ours	0
emeteron	ἡμέτερον	ἡμέτερος	our, of ours	0
emeteros	ἡμέτερος	ἡμέτερος	our, of ours	0
emeon	ἡμέων	ἡμεῖς	we, us, our	0
emionoi	ἡμίονοι	ἡμίονος	mule	1
emionon	ἡμίονον	ἡμίονος	mule	1
emionos	ἡμίονος	ἡμίονος	mule	1
emerinos	ἡμερινός	ἡμερινός	of day, by day	0
emeteran	ἡμετέραν	ἡμέτερος	our, of ours	0
emeteras	ἡμετέρας	ἡμέτερος	our, of ours	0
emeteren	ἡμετέρην	ἡμέτερος	our, of ours	0
emeteres	ἡμετέρης	ἡμέτερος	our, of ours	0
emeterou	ἡμετέρου	ἡμέτερος	our, of ours	0
emetero	ἡμετέρῳ	ἡμέτερος	our, of ours	0
emeis	ἡμεῖς	ἡμεῖς	we, us, our	0
emas	ἡμᾶς	ἡμεῖς	we, us, our	0
emin	ἡμῖν	ἡμεῖς	we, us, our	0
emon	ἡμῶν	ἡμεῖς	we, us, our	0
enia	ἡνία	ἡνία	rein, bridle	0
enika	ἡνίκα	ἡνίκα	at which time, when	0
eniokhon	ἡνίοχον	ἡνίοχος	one who holds the reins, charioteer	0
eniokhos	ἡνίοχος	ἡνίοχος	one who holds the reins, charioteer	0
eniokho	ἡνιόχῳ	ἡνίοχος	one who holds the reins, charioteer	0
epatizon	ἡπατίζων	ἡπατίζων	liver-colored, liver-like	0
epatikos	ἡπατικός	ἡπατικός	hepatic (of or relating to the liver)	0
eroine	ἡρωΐνη	ἡρωΐνη	heroine (female hero)	1
erois	ἡρωΐς	ἡρωΐς	a heroine	0
eroikos	ἡρωϊκός	ἡρωϊκός	of the heroes	0
eroessi	ἡρώεσσι	ἥρως	a hero of the Trojan War	1
eroessin	ἡρώεσσιν	ἥρως	a hero of the Trojan War	1
erooiin	ἡρώοιιν	ἥρως	a hero of the Trojan War	1
erooin	ἡρώοιν	ἥρως	a hero of the Trojan War	1
eroon	ἡρώων	ἥρως	a hero of the Trojan War	1
eron	ἡρῶν	ἥρως	a hero of the Trojan War	1
eroon	ἡρῷον	ἡρῷον	A sanctuary dedicated to a hero, often over his supposed tom	0
essaomai	ἡσσάομαι	ἡσσάομαι	to be less or weaker than	0
essonon	ἡσσόνων	ἥσσων	inferior, weaker	0
essato	ἡσσᾶτο	ἡσσάομαι	to be less or weaker than	0
essonto	ἡσσῶντο	ἡσσάομαι	to be less or weaker than	0
estikos	ἡστικός	ἡστικός	pleasing, agreeable	0
esukhazo	ἡσυχάζω	ἡσυχάζω	to be still or quiet, be at rest	0
esukhia	ἡσυχία	ἡσυχία	peace	0
egage	ἤγαγε	ἄγω	to lead, fetch, bring along (a living creature), take with	0
egagen	ἤγαγεν	ἄγω	to lead, fetch, bring along (a living creature), take with	0
egagon	ἤγαγον	ἄγω	to lead, fetch, bring along (a living creature), take with	0
eggeila	ἤγγειλα	ἤγγειλα	/(Attic) first-person singular aorist active indicative of ἀ	0
eggeilan	ἤγγειλαν	ἤγγειλαν	/(Attic) third-person plural aorist active indicative of ἀγγ	0
eggeilas	ἤγγειλας	ἤγγειλας	/(Attic) second-person singular aorist active indicative of	0
eggeile	ἤγγειλε	ἤγγειλε	/(Attic) third-person singular aorist active indicative of ἀ	0
eggelka	ἤγγελκα	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggelkas	ἤγγελκας	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggelle	ἤγγελλε	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggelles	ἤγγελλες	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggellon	ἤγγελλον	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggelmai	ἤγγελμαι	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggelon	ἤγγελον	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggelsai	ἤγγελσαι	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggelso	ἤγγελσο	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
eggeltai	ἤγγελται	ἀγγέλλω	to carry, deliver, pass on, relay (a message, information, n	0
egeires	ἤγειρες	ἀγείρω	to collect, gather	0
egesthe	ἤγεσθε	ἄγω	to lead, fetch, bring along (a living creature), take with	0
egeto	ἤγετο	ἄγω	to lead, fetch, bring along (a living creature), take with	0
egonto	ἤγοντο	ἄγω	to lead, fetch, bring along (a living creature), take with	0
egou	ἤγου	ἄγω	to lead, fetch, bring along (a living creature), take with	0
egoun	ἤγουν	ἤγουν	that is to say	0
ede	ἤδη	ἤδη	by this time, before this, already	0
een	ἤην	εἰμί	to be	0
ethea	ἤθεα	ἦθος	the usual or customary place (of something)	1
ethei	ἤθει	ἦθος	the usual or customary place (of something)	1
ethesi	ἤθεσι	ἦθος	the usual or customary place (of something)	1
ethesin	ἤθεσιν	ἦθος	the usual or customary place (of something)	1
